corpus,sentence_id,n_switches,mean_span_len,median_span_len,sentence_len,register,topic
Miami,28271.0,2,12.0,12.0,17.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28275.0,4,2.5,2.5,8.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28281.0,2,14.0,14.0,17.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28295.0,2,8.0,8.0,10.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28296.0,4,2.0,2.0,13.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28304.0,4,7.0,7.0,19.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28337.0,2,1.0,1.0,6.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28339.0,2,9.0,9.0,11.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28349.0,2,1.0,1.0,9.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28353.0,2,2.0,2.0,12.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28371.0,2,1.0,1.0,6.0,Informal conversation between two sisters at Kayla's workplace,Workplace_Technical
Miami,28373.0,2,3.0,3.0,7.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28387.0,2,4.0,4.0,8.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28416.0,2,4.0,4.0,9.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28421.0,4,2.5,2.5,7.0,Informal conversation between two sisters at Kayla's workplace,ProperNouns_NamedEntities
Miami,28427.0,2,1.0,1.0,3.0,Informal conversation between two sisters at Kayla's workplace,ProperNouns_NamedEntities
Miami,28434.0,2,3.0,3.0,16.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28437.0,2,3.0,3.0,14.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28441.0,2,4.0,4.0,9.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28451.0,2,1.0,1.0,18.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28452.0,2,1.0,1.0,4.0,Informal conversation between two sisters at Kayla's workplace,ProperNouns_NamedEntities
Miami,28474.0,2,5.0,5.0,8.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28475.0,2,5.0,5.0,10.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28481.0,2,5.0,5.0,9.0,Informal conversation between two sisters at Kayla's workplace,Narratives_Quotations
Miami,28484.0,4,4.0,4.0,13.0,Informal conversation between two sisters at Kayla's workplace,Narratives_Quotations
Miami,28539.0,2,2.0,2.0,4.0,Informal conversation between two sisters at Kayla's workplace,Workplace_Technical
Miami,28558.0,4,3.5,3.5,9.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28569.0,2,5.0,5.0,14.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28572.0,2,1.0,1.0,9.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28584.0,4,1.5,1.5,5.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28634.0,2,1.0,1.0,6.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28644.0,2,2.0,2.0,6.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28652.0,2,8.0,8.0,11.0,Informal conversation between two sisters at Kayla's workplace,Education_YouthOrganizations
Miami,28654.0,2,5.0,5.0,8.0,Informal conversation between two sisters at Kayla's workplace,Education_YouthOrganizations
Miami,28659.0,2,3.0,3.0,10.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28672.0,2,1.0,1.0,8.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28677.0,2,4.0,4.0,13.0,Informal conversation between two sisters at Kayla's workplace,Narratives_Quotations
Miami,28678.0,4,6.5,6.5,15.0,Informal conversation between two sisters at Kayla's workplace,Education_YouthOrganizations
Miami,28682.0,2,3.0,3.0,7.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28688.0,2,3.0,3.0,5.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28699.0,5,3.5,3.5,13.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28717.0,2,3.0,3.0,6.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28718.0,2,11.0,11.0,12.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28722.0,2,1.0,1.0,4.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28754.0,2,3.0,3.0,5.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28767.0,2,8.0,8.0,17.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28770.0,2,8.0,8.0,13.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28775.0,6,8.333333333333334,8.0,26.0,Informal conversation between two sisters at Kayla's workplace,Narratives_Quotations
Miami,28782.0,4,2.0,2.0,15.0,Informal conversation between two sisters at Kayla's workplace,Narratives_Quotations
Miami,28798.0,2,5.0,5.0,11.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28800.0,2,2.0,2.0,8.0,Informal conversation between two sisters at Kayla's workplace,Workplace_Technical
Miami,28801.0,2,1.0,1.0,4.0,Informal conversation between two sisters at Kayla's workplace,Workplace_Technical
Miami,28803.0,2,1.0,1.0,13.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28806.0,4,4.5,4.5,17.0,Informal conversation between two sisters at Kayla's workplace,Narratives_Quotations
Miami,28811.0,8,2.5,2.5,12.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28814.0,2,2.0,2.0,13.0,Informal conversation between two sisters at Kayla's workplace,Narratives_Quotations
Miami,28822.0,2,7.0,7.0,9.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28839.0,2,6.0,6.0,8.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28868.0,2,1.0,1.0,8.0,Informal conversation between two sisters at Kayla's workplace,Casual_EverydayTalk
Miami,28894.0,2,3.0,3.0,14.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,28895.0,2,2.0,2.0,6.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,28900.0,2,11.0,11.0,13.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,28909.0,2,8.0,8.0,8.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,28931.0,4,8.0,8.0,23.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,28932.0,2,6.0,6.0,18.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,28944.0,4,6.5,6.5,19.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,28947.0,2,3.0,3.0,8.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,28949.0,4,3.0,3.0,16.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,28953.0,4,6.0,6.0,22.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,28956.0,2,7.0,7.0,9.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,28991.0,2,14.0,14.0,16.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,28997.0,2,3.0,3.0,7.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29008.0,2,6.0,6.0,12.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,29040.0,4,2.5,2.5,8.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,29046.0,4,6.5,6.5,18.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,29092.0,2,2.0,2.0,6.0,Informal conversation between two workmates in a shopping mall café,Workplace_Technical
Miami,29102.0,4,1.5,1.5,9.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29104.0,2,2.0,2.0,8.0,Informal conversation between two workmates in a shopping mall café,Workplace_Technical
Miami,29122.0,4,6.0,6.0,14.0,Informal conversation between two workmates in a shopping mall café,ProperNouns_NamedEntities
Miami,29148.0,2,10.0,10.0,15.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,29152.0,4,2.0,2.0,20.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,29171.0,4,4.0,4.0,10.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29174.0,2,6.0,6.0,8.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29226.0,2,5.0,5.0,9.0,Informal conversation between two workmates in a shopping mall café,ProperNouns_NamedEntities
Miami,29230.0,2,3.0,3.0,12.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,29234.0,6,4.0,3.0,16.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,29241.0,3,3.0,3.0,8.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29251.0,2,3.0,3.0,10.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29267.0,8,1.5,1.5,14.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29347.0,2,2.0,2.0,8.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29349.0,4,3.5,3.5,12.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29351.0,4,1.0,1.0,10.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29352.0,4,4.0,4.0,10.0,Informal conversation between two workmates in a shopping mall café,ProperNouns_NamedEntities
Miami,29377.0,4,5.0,5.0,17.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,29391.0,4,5.5,5.5,16.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29465.0,2,3.0,3.0,5.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29471.0,4,1.5,1.5,6.0,Informal conversation between two workmates in a shopping mall café,ProperNouns_NamedEntities
Miami,29489.0,2,1.0,1.0,15.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29544.0,10,3.2,2.0,20.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29547.0,2,2.0,2.0,5.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29549.0,2,2.0,2.0,7.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29558.0,4,5.0,5.0,13.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29565.0,4,3.0,3.0,8.0,Informal conversation between two workmates in a shopping mall café,ProperNouns_NamedEntities
Miami,29576.0,2,7.0,7.0,11.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,29592.0,2,10.0,10.0,12.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29597.0,2,7.0,7.0,13.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,29598.0,4,4.0,4.0,22.0,Informal conversation between two workmates in a shopping mall café,Narratives_Quotations
Miami,29603.0,2,5.0,5.0,7.0,Informal conversation between two workmates in a shopping mall café,Casual_EverydayTalk
Miami,29608.0,4,2.0,2.0,6.0,Informal conversation between two workmates in a shopping mall café,ProperNouns_NamedEntities
Miami,30731.0,6,4.5,4.5,9.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,30745.0,4,2.0,2.0,6.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,30783.0,2,2.0,2.0,6.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,30784.0,4,1.5,1.5,7.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,30786.0,2,4.0,4.0,8.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,30818.0,4,2.0,2.0,6.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,30873.0,6,3.3333333333333335,1.0,13.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,30894.0,5,3.0,3.0,9.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,30897.0,8,2.25,2.0,17.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,30993.0,4,2.5,2.5,10.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31002.0,6,1.6666666666666667,1.0,11.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31030.0,4,7.0,7.0,16.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31032.0,2,3.0,3.0,5.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31048.0,2,2.0,2.0,7.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31053.0,4,5.0,5.0,12.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31067.0,2,3.0,3.0,8.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31073.0,2,5.0,5.0,7.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31078.0,2,11.0,11.0,15.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31090.0,2,7.0,7.0,9.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31092.0,2,2.0,2.0,4.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31093.0,4,2.0,2.0,16.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31096.0,2,17.0,17.0,20.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31115.0,2,10.0,10.0,12.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31134.0,2,8.0,8.0,10.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31135.0,8,2.75,2.0,13.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31147.0,6,3.3333333333333335,3.0,15.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31154.0,4,5.5,5.5,13.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31155.0,4,4.5,4.5,18.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31162.0,4,6.0,6.0,14.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31166.0,4,3.0,3.0,8.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31197.0,2,5.0,5.0,8.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31202.0,2,14.0,14.0,20.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31207.0,6,2.3333333333333335,2.0,11.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31211.0,2,4.0,4.0,10.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31216.0,4,3.0,3.0,10.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31218.0,2,6.0,6.0,8.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31222.0,2,6.0,6.0,8.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31233.0,2,1.0,1.0,4.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31243.0,4,4.0,4.0,11.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31245.0,2,3.0,3.0,11.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31280.0,2,2.0,2.0,5.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31345.0,2,7.0,7.0,9.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31350.0,2,7.0,7.0,9.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31364.0,2,11.0,11.0,13.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31395.0,2,23.0,23.0,25.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31401.0,2,24.0,24.0,26.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31440.0,2,5.0,5.0,12.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31492.0,2,5.0,5.0,7.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31500.0,2,8.0,8.0,10.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31518.0,2,6.0,6.0,10.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31542.0,4,2.5,2.5,8.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31544.0,2,3.0,3.0,6.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31579.0,2,5.0,5.0,7.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31580.0,2,1.0,1.0,5.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31602.0,2,7.0,7.0,13.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31649.0,2,9.0,9.0,11.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31652.0,2,7.0,7.0,11.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31657.0,2,7.0,7.0,11.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31710.0,2,1.0,1.0,4.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31729.0,4,1.0,1.0,6.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31766.0,2,1.0,1.0,3.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31777.0,2,4.0,4.0,11.0,Informal conversation between two sisters at Samantha's house,Education_YouthOrganizations
Miami,31800.0,2,1.0,1.0,7.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31811.0,4,2.0,2.0,11.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31847.0,2,10.0,10.0,12.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31895.0,2,3.0,3.0,6.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31901.0,2,3.0,3.0,7.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31905.0,2,1.0,1.0,3.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,31968.0,2,2.0,2.0,6.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31993.0,2,3.0,3.0,5.0,Informal conversation between two sisters at Samantha's house,Narratives_Quotations
Miami,31998.0,2,3.0,3.0,5.0,Informal conversation between two sisters at Samantha's house,Casual_EverydayTalk
Miami,32092.0,4,3.0,3.0,19.0,MAR is in her office talking to colleague.,Casual_EverydayTalk
Miami,32093.0,16,2.875,2.0,25.0,MAR is in her office talking to colleague.,Narratives_Quotations
Miami,32094.0,4,3.5,3.5,9.0,MAR is in her office talking to colleague.,Casual_EverydayTalk
Miami,32102.0,4,2.5,2.5,8.0,MAR is in her office talking to colleague.,Narratives_Quotations
Miami,32104.0,8,4.5,5.0,21.0,MAR is in her office talking to colleague.,Casual_EverydayTalk
Miami,32111.0,18,2.0,1.0,20.0,MAR is in her office talking to colleague.,Narratives_Quotations
Miami,32116.0,10,2.0,2.0,13.0,MAR is in her office talking to colleague.,Workplace_Technical
Miami,32118.0,4,14.0,14.0,36.0,MAR is in her office talking to colleague.,Office_Logistics
Miami,32122.0,2,3.0,3.0,21.0,MAR is in her office talking to colleague.,Workplace_Technical
Miami,32127.0,4,8.0,8.0,43.0,MAR is in her office talking to colleague.,Casual_EverydayTalk
Miami,32129.0,4,7.5,7.5,38.0,MAR is in her office talking to colleague.,Workplace_Technical
Miami,32130.0,8,2.0,2.0,14.0,MAR is in her office talking to colleague.,Workplace_Technical
Miami,32155.0,6,2.3333333333333335,1.0,16.0,Informal conversation between two friends at the researcher's house,Education_YouthOrganizations
Miami,32156.0,2,1.0,1.0,8.0,Informal conversation between two friends at the researcher's house,Education_YouthOrganizations
Miami,32160.0,6,7.0,9.0,32.0,Informal conversation between two friends at the researcher's house,Education_YouthOrganizations
Miami,32174.0,2,3.0,3.0,5.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32178.0,2,9.0,9.0,11.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32179.0,2,1.0,1.0,7.0,Informal conversation between two friends at the researcher's house,Education_YouthOrganizations
Miami,32186.0,2,1.0,1.0,4.0,Informal conversation between two friends at the researcher's house,Affect_Identity
Miami,32201.0,2,1.0,1.0,6.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32203.0,2,3.0,3.0,8.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32241.0,2,8.0,8.0,9.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32261.0,2,12.0,12.0,14.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32270.0,2,13.0,13.0,19.0,Informal conversation between two friends at the researcher's house,Narratives_Quotations
Miami,32271.0,2,7.0,7.0,13.0,Informal conversation between two friends at the researcher's house,Narratives_Quotations
Miami,32340.0,2,4.0,4.0,6.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32381.0,2,2.0,2.0,19.0,Informal conversation between two friends at the researcher's house,Narratives_Quotations
Miami,32404.0,2,1.0,1.0,8.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32405.0,2,2.0,2.0,8.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32410.0,4,2.0,2.0,12.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32427.0,4,4.5,4.5,11.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32429.0,2,5.0,5.0,7.0,Informal conversation between two friends at the researcher's house,Architecture_Design
Miami,32550.0,2,21.0,21.0,27.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32562.0,4,1.0,1.0,5.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32566.0,2,1.0,1.0,12.0,Informal conversation between two friends at the researcher's house,Narratives_Quotations
Miami,32582.0,2,18.0,18.0,20.0,Informal conversation between two friends at the researcher's house,ProperNouns_NamedEntities
Miami,32611.0,2,5.0,5.0,7.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32624.0,2,34.0,34.0,35.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32631.0,2,3.0,3.0,6.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32649.0,2,15.0,15.0,17.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32654.0,2,1.0,1.0,12.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32686.0,4,3.0,3.0,21.0,Informal conversation between two friends at the researcher's house,Office_Logistics
Miami,32687.0,4,3.5,3.5,31.0,Informal conversation between two friends at the researcher's house,Office_Logistics
Miami,32700.0,2,6.0,6.0,8.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32723.0,2,11.0,11.0,19.0,Informal conversation between two friends at the researcher's house,Narratives_Quotations
Miami,32768.0,2,4.0,4.0,13.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32769.0,2,4.0,4.0,11.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32774.0,2,2.0,2.0,19.0,Informal conversation between two friends at the researcher's house,Office_Logistics
Miami,32793.0,6,1.6666666666666667,1.0,9.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32796.0,8,1.5,1.0,10.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32807.0,2,6.0,6.0,8.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32814.0,2,2.0,2.0,4.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32818.0,4,2.0,2.0,6.0,Informal conversation between two friends at the researcher's house,Workplace_Technical
Miami,32821.0,2,2.0,2.0,12.0,Informal conversation between two friends at the researcher's house,Workplace_Technical
Miami,32822.0,2,1.0,1.0,4.0,Informal conversation between two friends at the researcher's house,ProperNouns_NamedEntities
Miami,32826.0,2,1.0,1.0,5.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32828.0,2,4.0,4.0,14.0,Informal conversation between two friends at the researcher's house,Office_Logistics
Miami,32831.0,2,3.0,3.0,8.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32832.0,4,1.5,1.5,8.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32833.0,4,1.5,1.5,8.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32840.0,2,3.0,3.0,10.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32844.0,4,1.0,1.0,7.0,Informal conversation between two friends at the researcher's house,Workplace_Technical
Miami,32877.0,2,2.0,2.0,8.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32891.0,2,7.0,7.0,9.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32921.0,2,4.0,4.0,6.0,Informal conversation between two friends at the researcher's house,Narratives_Quotations
Miami,32928.0,2,4.0,4.0,6.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32959.0,2,6.0,6.0,10.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32965.0,3,5.0,5.0,6.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,32966.0,2,2.0,2.0,8.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,33004.0,2,1.0,1.0,4.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,33014.0,2,1.0,1.0,10.0,Informal conversation between two friends at the researcher's house,Narratives_Quotations
Miami,33061.0,2,5.0,5.0,7.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,33078.0,4,1.5,1.5,9.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,33085.0,4,3.0,3.0,14.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,33086.0,4,6.0,6.0,14.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,33170.0,2,1.0,1.0,5.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,33181.0,6,3.3333333333333335,2.0,11.0,Informal conversation between two friends at the researcher's house,Casual_EverydayTalk
Miami,33214.0,2,7.0,7.0,9.0,Informal conversation between two friends at the researcher's house,Narratives_Quotations
Miami,33243.0,2,1.0,1.0,5.0,Informal conversation between two friends at a café,Casual_EverydayTalk
Miami,33264.0,2,6.0,6.0,8.0,Informal conversation between two friends at a café,Casual_EverydayTalk
